Date,City,Route,Mode,DayType,Ridership
2002-07-27,Chicago,Total,Bus,A,595484
2002-07-28,Chicago,Total,Bus,U,414913
2002-07-29,Chicago,Total,Bus,W,893147
2002-07-30,Chicago,Total,Bus,W,934322
2002-07-31,Chicago,Total,Bus,W,912632
2002-08-01,Chicago,Total,Bus,W,969159
2002-08-02,Chicago,Total,Bus,W,1004199
2002-08-03,Chicago,Total,Bus,A,674990
2002-08-04,Chicago,Total,Bus,U,451144
2002-08-05,Chicago,Total,Bus,W,941406
2002-08-06,Chicago,Total,Bus,W,955681
2002-08-07,Chicago,Total,Bus,W,940727
2002-08-08,Chicago,Total,Bus,W,945096
2002-08-09,Chicago,Total,Bus,W,968109
2002-08-10,Chicago,Total,Bus,A,667701
2002-08-11,Chicago,Total,Bus,U,437332
2002-08-12,Chicago,Total,Bus,W,908503
2002-08-13,Chicago,Total,Bus,W,871791
2002-08-14,Chicago,Total,Bus,W,893558
2002-08-15,Chicago,Total,Bus,W,920323
2002-08-16,Chicago,Total,Bus,W,903666
2002-08-17,Chicago,Total,Bus,A,644076
2002-08-18,Chicago,Total,Bus,U,490868
2002-08-19,Chicago,Total,Bus,W,847798
2002-08-20,Chicago,Total,Bus,W,918696
2002-08-21,Chicago,Total,Bus,W,904673
2002-08-22,Chicago,Total,Bus,W,829797
2002-08-23,Chicago,Total,Bus,W,903292
2002-08-24,Chicago,Total,Bus,A,625725
2002-08-25,Chicago,Total,Bus,U,441076
2002-08-26,Chicago,Total,Bus,W,920546
2002-08-27,Chicago,Total,Bus,W,923644
2002-08-28,Chicago,Total,Bus,W,922170
2002-08-29,Chicago,Total,Bus,W,808555
2002-08-30,Chicago,Total,Bus,W,987793
2002-08-31,Chicago,Total,Bus,A,666152
2002-09-01,Chicago,Total,Bus,U,477226
2002-09-02,Chicago,Total,Bus,U,381482
2002-09-03,Chicago,Total,Bus,W,1106907
2002-09-04,Chicago,Total,Bus,W,1087925
2002-09-05,Chicago,Total,Bus,W,1083538
2002-09-06,Chicago,Total,Bus,W,1082951
2002-09-07,Chicago,Total,Bus,A,643335
2002-09-08,Chicago,Total,Bus,U,439942
2002-09-09,Chicago,Total,Bus,W,1071206
2002-09-10,Chicago,Total,Bus,W,1050992
2002-09-11,Chicago,Total,Bus,W,1045640
2002-09-12,Chicago,Total,Bus,W,1059762
2002-09-13,Chicago,Total,Bus,W,1064345
2002-09-14,Chicago,Total,Bus,A,642689
2002-09-15,Chicago,Total,Bus,U,421429
2002-09-16,Chicago,Total,Bus,W,1049667
2002-09-17,Chicago,Total,Bus,W,1064546
2002-09-18,Chicago,Total,Bus,W,1039162
2002-09-19,Chicago,Total,Bus,W,1038608
2002-09-20,Chicago,Total,Bus,W,1019280
2002-09-21,Chicago,Total,Bus,A,674983
2002-09-22,Chicago,Total,Bus,U,416973
2002-09-23,Chicago,Total,Bus,W,1055515
2002-09-24,Chicago,Total,Bus,W,1055580
2002-09-25,Chicago,Total,Bus,W,1064437
2002-09-26,Chicago,Total,Bus,W,1057421
2002-09-27,Chicago,Total,Bus,W,1058970
2002-09-28,Chicago,Total,Bus,A,632188
2002-09-29,Chicago,Total,Bus,U,421618
2002-09-30,Chicago,Total,Bus,W,1048696
2002-10-01,Chicago,Total,Bus,W,1098830
2002-10-02,Chicago,Total,Bus,W,1059836
2002-10-03,Chicago,Total,Bus,W,1100107
2002-10-04,Chicago,Total,Bus,W,1024955
2002-10-05,Chicago,Total,Bus,A,672805
2002-10-06,Chicago,Total,Bus,U,423210
2002-10-07,Chicago,Total,Bus,W,1086922
2002-10-08,Chicago,Total,Bus,W,1074824
2002-10-09,Chicago,Total,Bus,W,1064324
2002-10-10,Chicago,Total,Bus,W,1072954
2002-10-11,Chicago,Total,Bus,W,1074197
2002-10-12,Chicago,Total,Bus,A,612527
2002-10-13,Chicago,Total,Bus,U,407917
2002-10-14,Chicago,Total,Bus,W,806818
2002-10-15,Chicago,Total,Bus,W,1068455
2002-10-16,Chicago,Total,Bus,W,1036205
2002-10-17,Chicago,Total,Bus,W,1030300
2002-10-18,Chicago,Total,Bus,W,1059316
2002-10-19,Chicago,Total,Bus,A,654965
2002-10-20,Chicago,Total,Bus,U,424767
2002-10-21,Chicago,Total,Bus,W,1057968
2002-10-22,Chicago,Total,Bus,W,1047657
2002-10-23,Chicago,Total,Bus,W,1013066
2002-10-24,Chicago,Total,Bus,W,1014798
2002-10-25,Chicago,Total,Bus,W,1022926
2002-10-26,Chicago,Total,Bus,A,626185
2002-10-27,Chicago,Total,Bus,U,413385
2002-10-28,Chicago,Total,Bus,W,1041265
2002-10-29,Chicago,Total,Bus,W,1025525
2002-10-30,Chicago,Total,Bus,W,1036745
2002-10-31,Chicago,Total,Bus,W,1000155
2002-11-01,Chicago,Total,Bus,W,1069031
2002-11-02,Chicago,Total,Bus,A,647400
2002-11-03,Chicago,Total,Bus,U,418620
2002-11-04,Chicago,Total,Bus,W,1072235
2002-11-05,Chicago,Total,Bus,W,994530
2002-11-06,Chicago,Total,Bus,W,1045767
2002-11-07,Chicago,Total,Bus,W,1065889
2002-11-08,Chicago,Total,Bus,W,995294
2002-11-09,Chicago,Total,Bus,A,630142
2002-11-10,Chicago,Total,Bus,U,419858
2002-11-11,Chicago,Total,Bus,W,780558
2002-11-12,Chicago,Total,Bus,W,1029700
2002-11-13,Chicago,Total,Bus,W,1035982
2002-11-14,Chicago,Total,Bus,W,956533
2002-11-15,Chicago,Total,Bus,W,1042694
2002-11-16,Chicago,Total,Bus,A,600110
2002-11-17,Chicago,Total,Bus,U,393692
2002-11-18,Chicago,Total,Bus,W,1018831
2002-11-19,Chicago,Total,Bus,W,1058349
2002-11-20,Chicago,Total,Bus,W,1033748
2002-11-21,Chicago,Total,Bus,W,983825
2002-11-22,Chicago,Total,Bus,W,1030889
2002-11-23,Chicago,Total,Bus,A,631388
2002-11-24,Chicago,Total,Bus,U,393321
2002-11-25,Chicago,Total,Bus,W,992101
2002-11-26,Chicago,Total,Bus,W,959679
2002-11-27,Chicago,Total,Bus,W,946620
2002-11-28,Chicago,Total,Bus,U,297477
2002-11-29,Chicago,Total,Bus,W,676405
2002-11-30,Chicago,Total,Bus,A,525319
2002-12-01,Chicago,Total,Bus,U,362192
2002-12-02,Chicago,Total,Bus,W,966808
2002-12-03,Chicago,Total,Bus,W,1007666
2002-12-04,Chicago,Total,Bus,W,1003459
2002-12-05,Chicago,Total,Bus,W,1005218
2002-12-06,Chicago,Total,Bus,W,1018401
2002-12-07,Chicago,Total,Bus,A,627855
2002-12-08,Chicago,Total,Bus,U,396717
2002-12-09,Chicago,Total,Bus,W,994622
2002-12-10,Chicago,Total,Bus,W,1030456
2002-12-11,Chicago,Total,Bus,W,1021640
2002-12-12,Chicago,Total,Bus,W,1015667
2002-12-13,Chicago,Total,Bus,W,1020480
2002-12-14,Chicago,Total,Bus,A,653848
2002-12-15,Chicago,Total,Bus,U,435253
2002-12-16,Chicago,Total,Bus,W,1003932
2002-12-17,Chicago,Total,Bus,W,985528
2002-12-18,Chicago,Total,Bus,W,939870
2002-12-19,Chicago,Total,Bus,W,1020038
2002-12-20,Chicago,Total,Bus,W,984913
2002-12-21,Chicago,Total,Bus,A,614025
2002-12-22,Chicago,Total,Bus,U,404210
2002-12-23,Chicago,Total,Bus,W,827316
2002-12-24,Chicago,Total,Bus,W,621673
2002-12-25,Chicago,Total,Bus,U,237547
2002-12-26,Chicago,Total,Bus,W,661076
2002-12-27,Chicago,Total,Bus,W,744896
2002-12-28,Chicago,Total,Bus,A,528087
2002-12-29,Chicago,Total,Bus,U,380197
2002-12-30,Chicago,Total,Bus,W,773707
2002-12-31,Chicago,Total,Bus,W,792623
2003-01-01,Chicago,Total,Bus,U,325478
2003-01-02,Chicago,Total,Bus,W,757781
2003-01-03,Chicago,Total,Bus,W,861580
2003-01-04,Chicago,Total,Bus,A,570941
2003-01-05,Chicago,Total,Bus,U,377813
2003-01-06,Chicago,Total,Bus,W,982617
2003-01-07,Chicago,Total,Bus,W,982542
2003-01-08,Chicago,Total,Bus,W,1011812
2003-01-09,Chicago,Total,Bus,W,979678
2003-01-10,Chicago,Total,Bus,W,963808
2003-01-11,Chicago,Total,Bus,A,506478
2003-01-12,Chicago,Total,Bus,U,346918
2003-01-13,Chicago,Total,Bus,W,973653
2003-01-14,Chicago,Total,Bus,W,940805
2003-01-15,Chicago,Total,Bus,W,928578
2003-01-16,Chicago,Total,Bus,W,945280
2003-01-17,Chicago,Total,Bus,W,973358
2003-01-18,Chicago,Total,Bus,A,512435
2003-01-19,Chicago,Total,Bus,U,327279
2003-01-20,Chicago,Total,Bus,W,604089
2003-01-21,Chicago,Total,Bus,W,954156
2003-01-22,Chicago,Total,Bus,W,912033
2003-01-23,Chicago,Total,Bus,W,822317
2003-01-24,Chicago,Total,Bus,W,893501
2003-01-25,Chicago,Total,Bus,A,547944
2003-01-26,Chicago,Total,Bus,U,335046
2003-01-27,Chicago,Total,Bus,W,922033
2003-01-28,Chicago,Total,Bus,W,952120
2003-01-29,Chicago,Total,Bus,W,970605
2003-01-30,Chicago,Total,Bus,W,993731
2003-01-31,Chicago,Total,Bus,W,929004
2003-02-01,Chicago,Total,Bus,A,639705
2003-02-02,Chicago,Total,Bus,U,415598
2003-02-03,Chicago,Total,Bus,W,1039918
2003-02-04,Chicago,Total,Bus,W,980582
2003-02-05,Chicago,Total,Bus,W,961776
2003-02-06,Chicago,Total,Bus,W,981973
2003-02-07,Chicago,Total,Bus,W,953979
2003-02-08,Chicago,Total,Bus,A,563430
2003-02-09,Chicago,Total,Bus,U,367964
2003-02-10,Chicago,Total,Bus,W,948507
2003-02-11,Chicago,Total,Bus,W,928346
2003-02-12,Chicago,Total,Bus,W,749254
2003-02-13,Chicago,Total,Bus,W,978871
2003-02-14,Chicago,Total,Bus,W,985806
2003-02-15,Chicago,Total,Bus,A,543945
2003-02-16,Chicago,Total,Bus,U,365939
2003-02-17,Chicago,Total,Bus,W,709845
2003-02-18,Chicago,Total,Bus,W,974450
2003-02-19,Chicago,Total,Bus,W,982943
2003-02-20,Chicago,Total,Bus,W,988095
2003-02-21,Chicago,Total,Bus,W,1005940
2003-02-22,Chicago,Total,Bus,A,529921
2003-02-23,Chicago,Total,Bus,U,377363
2003-02-24,Chicago,Total,Bus,W,908324
2003-02-25,Chicago,Total,Bus,W,897857
2003-02-26,Chicago,Total,Bus,W,939161
2003-02-27,Chicago,Total,Bus,W,951569
2003-02-28,Chicago,Total,Bus,W,1011530
2003-03-01,Chicago,Total,Bus,A,610177
2003-03-02,Chicago,Total,Bus,U,347417
2003-03-03,Chicago,Total,Bus,W,822165
2003-03-04,Chicago,Total,Bus,W,964967
2003-03-05,Chicago,Total,Bus,W,868551
2003-03-06,Chicago,Total,Bus,W,874641
2003-03-07,Chicago,Total,Bus,W,980484
2003-03-08,Chicago,Total,Bus,A,550093
2003-03-09,Chicago,Total,Bus,U,335884
2003-03-10,Chicago,Total,Bus,W,916661
2003-03-11,Chicago,Total,Bus,W,971894
2003-03-12,Chicago,Total,Bus,W,981590
2003-03-13,Chicago,Total,Bus,W,978881
2003-03-14,Chicago,Total,Bus,W,1009566
2003-03-15,Chicago,Total,Bus,A,637081
2003-03-16,Chicago,Total,Bus,U,429227
2003-03-17,Chicago,Total,Bus,W,976703
2003-03-18,Chicago,Total,Bus,W,963349
2003-03-19,Chicago,Total,Bus,W,938499
2003-03-20,Chicago,Total,Bus,W,936654
2003-03-21,Chicago,Total,Bus,W,967479
2003-03-22,Chicago,Total,Bus,A,577660
2003-03-23,Chicago,Total,Bus,U,410745
2003-03-24,Chicago,Total,Bus,W,962889
2003-03-25,Chicago,Total,Bus,W,973017
2003-03-26,Chicago,Total,Bus,W,968581
2003-03-27,Chicago,Total,Bus,W,969195
2003-03-28,Chicago,Total,Bus,W,815984
2003-03-29,Chicago,Total,Bus,A,555638
2003-03-30,Chicago,Total,Bus,U,372071
2003-03-31,Chicago,Total,Bus,W,973924
2003-04-01,Chicago,Total,Bus,W,1028531
2003-04-02,Chicago,Total,Bus,W,1020829
2003-04-03,Chicago,Total,Bus,W,995062
2003-04-04,Chicago,Total,Bus,W,912458
2003-04-05,Chicago,Total,Bus,A,593273
2003-04-06,Chicago,Total,Bus,U,370275
2003-04-07,Chicago,Total,Bus,W,873605
2003-04-08,Chicago,Total,Bus,W,947482
2003-04-09,Chicago,Total,Bus,W,986992
2003-04-10,Chicago,Total,Bus,W,1007977
2003-04-11,Chicago,Total,Bus,W,912918
2003-04-12,Chicago,Total,Bus,A,602670
2003-04-13,Chicago,Total,Bus,U,407540
2003-04-14,Chicago,Total,Bus,W,904517
2003-04-15,Chicago,Total,Bus,W,894368
2003-04-16,Chicago,Total,Bus,W,836328
2003-04-17,Chicago,Total,Bus,W,815274
2003-04-18,Chicago,Total,Bus,W,769997
2003-04-19,Chicago,Total,Bus,A,562148
2003-04-20,Chicago,Total,Bus,U,368478
2003-04-21,Chicago,Total,Bus,W,925231
2003-04-22,Chicago,Total,Bus,W,964240
2003-04-23,Chicago,Total,Bus,W,923474
2003-04-24,Chicago,Total,Bus,W,961316
2003-04-25,Chicago,Total,Bus,W,979369
2003-04-26,Chicago,Total,Bus,A,588057
2003-04-27,Chicago,Total,Bus,U,403462
2003-04-28,Chicago,Total,Bus,W,962103
2003-04-29,Chicago,Total,Bus,W,958977
2003-04-30,Chicago,Total,Bus,W,828642
2003-05-01,Chicago,Total,Bus,W,971218
2003-05-02,Chicago,Total,Bus,W,1039212
2003-05-03,Chicago,Total,Bus,A,645503
2003-05-04,Chicago,Total,Bus,U,395799
2003-05-05,Chicago,Total,Bus,W,1006467
2003-05-06,Chicago,Total,Bus,W,1007795
2003-05-07,Chicago,Total,Bus,W,977279
2003-05-08,Chicago,Total,Bus,W,984692
2003-05-09,Chicago,Total,Bus,W,992211
2003-05-10,Chicago,Total,Bus,A,577508
2003-05-11,Chicago,Total,Bus,U,322449
2003-05-12,Chicago,Total,Bus,W,956974
2003-05-13,Chicago,Total,Bus,W,981698
2003-05-14,Chicago,Total,Bus,W,911890
2003-05-15,Chicago,Total,Bus,W,971525
2003-05-16,Chicago,Total,Bus,W,999630
2003-05-17,Chicago,Total,Bus,A,614484
2003-05-18,Chicago,Total,Bus,U,403043
2003-05-19,Chicago,Total,Bus,W,961806
2003-05-20,Chicago,Total,Bus,W,966295
2003-05-21,Chicago,Total,Bus,W,992696
2003-05-22,Chicago,Total,Bus,W,967683
2003-05-23,Chicago,Total,Bus,W,969112
2003-05-24,Chicago,Total,Bus,A,591523
2003-05-25,Chicago,Total,Bus,U,408454
2003-05-26,Chicago,Total,Bus,U,380796
2003-05-27,Chicago,Total,Bus,W,961009
2003-05-28,Chicago,Total,Bus,W,910537
2003-05-29,Chicago,Total,Bus,W,961715
2003-05-30,Chicago,Total,Bus,W,988281
2003-05-31,Chicago,Total,Bus,A,575015
2003-06-01,Chicago,Total,Bus,U,422827
2003-06-02,Chicago,Total,Bus,W,978201
2003-06-03,Chicago,Total,Bus,W,992041
2003-06-04,Chicago,Total,Bus,W,997077
2003-06-05,Chicago,Total,Bus,W,991907
2003-06-06,Chicago,Total,Bus,W,962917
2003-06-07,Chicago,Total,Bus,A,634650
2003-06-08,Chicago,Total,Bus,U,380953
2003-06-09,Chicago,Total,Bus,W,987516
2003-06-10,Chicago,Total,Bus,W,940459
2003-06-11,Chicago,Total,Bus,W,961149
2003-06-12,Chicago,Total,Bus,W,969572
2003-06-13,Chicago,Total,Bus,W,976147
2003-06-14,Chicago,Total,Bus,A,626911
2003-06-15,Chicago,Total,Bus,U,421515
2003-06-16,Chicago,Total,Bus,W,955066
2003-06-17,Chicago,Total,Bus,W,965718
2003-06-18,Chicago,Total,Bus,W,897454
2003-06-19,Chicago,Total,Bus,W,946693
2003-06-20,Chicago,Total,Bus,W,938177
2003-06-21,Chicago,Total,Bus,A,610796
2003-06-22,Chicago,Total,Bus,U,423283
2003-06-23,Chicago,Total,Bus,W,855955
2003-06-24,Chicago,Total,Bus,W,928442
2003-06-25,Chicago,Total,Bus,W,841205
2003-06-26,Chicago,Total,Bus,W,833307
2003-06-27,Chicago,Total,Bus,W,890776
2003-06-28,Chicago,Total,Bus,A,561500
2003-06-29,Chicago,Total,Bus,U,421380
2003-06-30,Chicago,Total,Bus,W,884729
2003-07-01,Chicago,Total,Bus,W,957351
2003-07-02,Chicago,Total,Bus,W,936777
2003-07-03,Chicago,Total,Bus,W,983110
2003-07-04,Chicago,Total,Bus,U,471591
2003-07-05,Chicago,Total,Bus,A,549605
2003-07-06,Chicago,Total,Bus,U,389816
2003-07-07,Chicago,Total,Bus,W,852771
2003-07-08,Chicago,Total,Bus,W,846175
2003-07-09,Chicago,Total,Bus,W,871942
2003-07-10,Chicago,Total,Bus,W,893195
2003-07-11,Chicago,Total,Bus,W,907669
2003-07-12,Chicago,Total,Bus,A,607118
2003-07-13,Chicago,Total,Bus,U,421579
2003-07-14,Chicago,Total,Bus,W,905206
2003-07-15,Chicago,Total,Bus,W,874304
2003-07-16,Chicago,Total,Bus,W,915630
2003-07-17,Chicago,Total,Bus,W,861722
2003-07-18,Chicago,Total,Bus,W,902204
2003-07-19,Chicago,Total,Bus,A,619480
2003-07-20,Chicago,Total,Bus,U,403847
2003-07-21,Chicago,Total,Bus,W,883219
2003-07-22,Chicago,Total,Bus,W,889426
2003-07-23,Chicago,Total,Bus,W,906650
2003-07-24,Chicago,Total,Bus,W,896387
2003-07-25,Chicago,Total,Bus,W,903368
2003-07-26,Chicago,Total,Bus,A,584819
2003-07-27,Chicago,Total,Bus,U,367151
2003-07-28,Chicago,Total,Bus,W,849172
2003-07-29,Chicago,Total,Bus,W,903830
2003-07-30,Chicago,Total,Bus,W,880392
2003-07-31,Chicago,Total,Bus,W,889575
2003-08-01,Chicago,Total,Bus,W,912597
2003-08-02,Chicago,Total,Bus,A,678701
2003-08-03,Chicago,Total,Bus,U,387659
2003-08-04,Chicago,Total,Bus,W,920408
2003-08-05,Chicago,Total,Bus,W,918113
2003-08-06,Chicago,Total,Bus,W,883115
2003-08-07,Chicago,Total,Bus,W,923161
2003-08-08,Chicago,Total,Bus,W,903597
2003-08-09,Chicago,Total,Bus,A,638279
2003-08-10,Chicago,Total,Bus,U,418764
2003-08-11,Chicago,Total,Bus,W,806587
2003-08-12,Chicago,Total,Bus,W,864526
2003-08-13,Chicago,Total,Bus,W,875224
2003-08-14,Chicago,Total,Bus,W,857542
2003-08-15,Chicago,Total,Bus,W,873580
2003-08-16,Chicago,Total,Bus,A,627785
2003-08-17,Chicago,Total,Bus,U,462931
2003-08-18,Chicago,Total,Bus,W,821919
2003-08-19,Chicago,Total,Bus,W,853603
2003-08-20,Chicago,Total,Bus,W,838351
2003-08-21,Chicago,Total,Bus,W,820578
2003-08-22,Chicago,Total,Bus,W,867524
2003-08-23,Chicago,Total,Bus,A,585510
2003-08-24,Chicago,Total,Bus,U,408305
2003-08-25,Chicago,Total,Bus,W,850528
2003-08-26,Chicago,Total,Bus,W,836703
2003-08-27,Chicago,Total,Bus,W,862298
2003-08-28,Chicago,Total,Bus,W,857707
2003-08-29,Chicago,Total,Bus,W,902436
2003-08-30,Chicago,Total,Bus,A,622090
2003-08-31,Chicago,Total,Bus,U,396860
2003-09-01,Chicago,Total,Bus,U,326772
2003-09-02,Chicago,Total,Bus,W,1025978
2003-09-03,Chicago,Total,Bus,W,1059974
2003-09-04,Chicago,Total,Bus,W,1040002
2003-09-05,Chicago,Total,Bus,W,1044868
2003-09-06,Chicago,Total,Bus,A,625347
2003-09-07,Chicago,Total,Bus,U,421385
2003-09-08,Chicago,Total,Bus,W,1028540
2003-09-09,Chicago,Total,Bus,W,1030074
2003-09-10,Chicago,Total,Bus,W,1019275
2003-09-11,Chicago,Total,Bus,W,1018196
2003-09-12,Chicago,Total,Bus,W,1002297
2003-09-13,Chicago,Total,Bus,A,601330
2003-09-14,Chicago,Total,Bus,U,386248
2003-09-15,Chicago,Total,Bus,W,1015639
2003-09-16,Chicago,Total,Bus,W,1033950
2003-09-17,Chicago,Total,Bus,W,1023215
2003-09-18,Chicago,Total,Bus,W,1023301
2003-09-19,Chicago,Total,Bus,W,1019769
2003-09-20,Chicago,Total,Bus,A,618523
2003-09-21,Chicago,Total,Bus,U,421320
2003-09-22,Chicago,Total,Bus,W,992288
2003-09-23,Chicago,Total,Bus,W,1023379
2003-09-24,Chicago,Total,Bus,W,973736
2003-09-25,Chicago,Total,Bus,W,1006367
2003-09-26,Chicago,Total,Bus,W,939175
2003-09-27,Chicago,Total,Bus,A,591935
2003-09-28,Chicago,Total,Bus,U,377248
2003-09-29,Chicago,Total,Bus,W,1001427
2003-09-30,Chicago,Total,Bus,W,1000725
2003-10-01,Chicago,Total,Bus,W,1051684
2003-10-02,Chicago,Total,Bus,W,1016259
2003-10-03,Chicago,Total,Bus,W,999345
2003-10-04,Chicago,Total,Bus,A,651128
2003-10-05,Chicago,Total,Bus,U,428277
2003-10-06,Chicago,Total,Bus,W,1018276
2003-10-07,Chicago,Total,Bus,W,1051869
2003-10-08,Chicago,Total,Bus,W,1026066
2003-10-09,Chicago,Total,Bus,W,1011003
2003-10-10,Chicago,Total,Bus,W,1031598
2003-10-11,Chicago,Total,Bus,A,628499
2003-10-12,Chicago,Total,Bus,U,411927
2003-10-13,Chicago,Total,Bus,W,780132
2003-10-14,Chicago,Total,Bus,W,928265
2003-10-15,Chicago,Total,Bus,W,1026737
2003-10-16,Chicago,Total,Bus,W,1013203
2003-10-17,Chicago,Total,Bus,W,1023752
2003-10-18,Chicago,Total,Bus,A,633461
2003-10-19,Chicago,Total,Bus,U,422713
2003-10-20,Chicago,Total,Bus,W,1077011
2003-10-21,Chicago,Total,Bus,W,958546
2003-10-22,Chicago,Total,Bus,W,1003925
2003-10-23,Chicago,Total,Bus,W,1008328
2003-10-24,Chicago,Total,Bus,W,1008879
2003-10-25,Chicago,Total,Bus,A,615584
2003-10-26,Chicago,Total,Bus,U,395925
2003-10-27,Chicago,Total,Bus,W,990268
2003-10-28,Chicago,Total,Bus,W,978501
2003-10-29,Chicago,Total,Bus,W,986799
2003-10-30,Chicago,Total,Bus,W,1006074
2003-10-31,Chicago,Total,Bus,W,996142
2003-11-01,Chicago,Total,Bus,A,606945
2003-11-02,Chicago,Total,Bus,U,397515
2003-11-03,Chicago,Total,Bus,W,1007989
2003-11-04,Chicago,Total,Bus,W,1003988
2003-11-05,Chicago,Total,Bus,W,1015157
2003-11-06,Chicago,Total,Bus,W,1015139
2003-11-07,Chicago,Total,Bus,W,906629
2003-11-08,Chicago,Total,Bus,A,566334
2003-11-09,Chicago,Total,Bus,U,383993
2003-11-10,Chicago,Total,Bus,W,981163
2003-11-11,Chicago,Total,Bus,W,789039
2003-11-12,Chicago,Total,Bus,W,977852
2003-11-13,Chicago,Total,Bus,W,901163
2003-11-14,Chicago,Total,Bus,W,964479
2003-11-15,Chicago,Total,Bus,A,567411
2003-11-16,Chicago,Total,Bus,U,382584
2003-11-17,Chicago,Total,Bus,W,996959
2003-11-18,Chicago,Total,Bus,W,881272
2003-11-19,Chicago,Total,Bus,W,1011052
2003-11-20,Chicago,Total,Bus,W,1006072
2003-11-21,Chicago,Total,Bus,W,1004115
2003-11-22,Chicago,Total,Bus,A,608476
2003-11-23,Chicago,Total,Bus,U,352918
2003-11-24,Chicago,Total,Bus,W,897941
2003-11-25,Chicago,Total,Bus,W,945699
2003-11-26,Chicago,Total,Bus,W,930556
2003-11-27,Chicago,Total,Bus,U,292469
2003-11-28,Chicago,Total,Bus,W,557794
2003-11-29,Chicago,Total,Bus,A,484077
2003-11-30,Chicago,Total,Bus,U,378933
2003-12-01,Chicago,Total,Bus,W,998632
2003-12-02,Chicago,Total,Bus,W,984587
2003-12-03,Chicago,Total,Bus,W,1002993
2003-12-04,Chicago,Total,Bus,W,962556
2003-12-05,Chicago,Total,Bus,W,968576
2003-12-06,Chicago,Total,Bus,A,587823
2003-12-07,Chicago,Total,Bus,U,393784
2003-12-08,Chicago,Total,Bus,W,975766
2003-12-09,Chicago,Total,Bus,W,959147
2003-12-10,Chicago,Total,Bus,W,945145
2003-12-11,Chicago,Total,Bus,W,936467
2003-12-12,Chicago,Total,Bus,W,912540
2003-12-13,Chicago,Total,Bus,A,544810
2003-12-14,Chicago,Total,Bus,U,369050
2003-12-15,Chicago,Total,Bus,W,936119
2003-12-16,Chicago,Total,Bus,W,926650
2003-12-17,Chicago,Total,Bus,W,925481
2003-12-18,Chicago,Total,Bus,W,917919
2003-12-19,Chicago,Total,Bus,W,926113
2003-12-20,Chicago,Total,Bus,A,564850
2003-12-21,Chicago,Total,Bus,U,415703
2003-12-22,Chicago,Total,Bus,W,797301
2003-12-23,Chicago,Total,Bus,W,770607
2003-12-24,Chicago,Total,Bus,W,610061
2003-12-25,Chicago,Total,Bus,U,247349
2003-12-26,Chicago,Total,Bus,W,605667
2003-12-27,Chicago,Total,Bus,A,507042
2003-12-28,Chicago,Total,Bus,U,358852
2003-12-29,Chicago,Total,Bus,W,732494
2003-12-30,Chicago,Total,Bus,W,725126
2003-12-31,Chicago,Total,Bus,W,678329
2004-01-01,Chicago,Total,Bus,U,300347
2004-01-02,Chicago,Total,Bus,W,754051
2004-01-03,Chicago,Total,Bus,A,560436
2004-01-04,Chicago,Total,Bus,U,303611
2004-01-05,Chicago,Total,Bus,W,894467
2004-01-06,Chicago,Total,Bus,W,788158
2004-01-07,Chicago,Total,Bus,W,851011
2004-01-08,Chicago,Total,Bus,W,903950
2004-01-09,Chicago,Total,Bus,W,929117
2004-01-10,Chicago,Total,Bus,A,526469
2004-01-11,Chicago,Total,Bus,U,368655
2004-01-12,Chicago,Total,Bus,W,982070
2004-01-13,Chicago,Total,Bus,W,977382
2004-01-14,Chicago,Total,Bus,W,956180
2004-01-15,Chicago,Total,Bus,W,962171
2004-01-16,Chicago,Total,Bus,W,969715
2004-01-17,Chicago,Total,Bus,A,534831
2004-01-18,Chicago,Total,Bus,U,342002
2004-01-19,Chicago,Total,Bus,W,557712
2004-01-20,Chicago,Total,Bus,W,939415
2004-01-21,Chicago,Total,Bus,W,949321
2004-01-22,Chicago,Total,Bus,W,854150
2004-01-23,Chicago,Total,Bus,W,903734
2004-01-24,Chicago,Total,Bus,A,521800
2004-01-25,Chicago,Total,Bus,U,343967
2004-01-26,Chicago,Total,Bus,W,925536
2004-01-27,Chicago,Total,Bus,W,906997
2004-01-28,Chicago,Total,Bus,W,887763
2004-01-29,Chicago,Total,Bus,W,855905
2004-01-30,Chicago,Total,Bus,W,756185
2004-01-31,Chicago,Total,Bus,A,531967
2004-02-01,Chicago,Total,Bus,U,355491
2004-02-02,Chicago,Total,Bus,W,914997
2004-02-03,Chicago,Total,Bus,W,957823
2004-02-04,Chicago,Total,Bus,W,947079
2004-02-05,Chicago,Total,Bus,W,931453
2004-02-06,Chicago,Total,Bus,W,937566
2004-02-07,Chicago,Total,Bus,A,553301
2004-02-08,Chicago,Total,Bus,U,369314
2004-02-09,Chicago,Total,Bus,W,948814
2004-02-10,Chicago,Total,Bus,W,948181
2004-02-11,Chicago,Total,Bus,W,959174
2004-02-12,Chicago,Total,Bus,W,796644
2004-02-13,Chicago,Total,Bus,W,958969
2004-02-14,Chicago,Total,Bus,A,610834
2004-02-15,Chicago,Total,Bus,U,368733
2004-02-16,Chicago,Total,Bus,W,684054
2004-02-17,Chicago,Total,Bus,W,966524
2004-02-18,Chicago,Total,Bus,W,957521
2004-02-19,Chicago,Total,Bus,W,971162
2004-02-20,Chicago,Total,Bus,W,933678
2004-02-21,Chicago,Total,Bus,A,585429
2004-02-22,Chicago,Total,Bus,U,402374
2004-02-23,Chicago,Total,Bus,W,954873
