Date,City,Route,Mode,DayType,Ridership
2015-03-25,Chicago,Total,Bus,W,916538
2015-03-26,Chicago,Total,Bus,W,925361
2015-03-27,Chicago,Total,Bus,W,888293
2015-03-28,Chicago,Total,Bus,A,539031
2015-03-29,Chicago,Total,Bus,U,362329
2015-03-30,Chicago,Total,Bus,W,903992
2015-03-31,Chicago,Total,Bus,W,922487
2015-04-01,Chicago,Total,Bus,W,974353
2015-04-02,Chicago,Total,Bus,W,897550
2015-04-03,Chicago,Total,Bus,W,814328
2015-04-04,Chicago,Total,Bus,A,582015
2015-04-05,Chicago,Total,Bus,U,393690
2015-04-06,Chicago,Total,Bus,W,807389
2015-04-07,Chicago,Total,Bus,W,813597
2015-04-08,Chicago,Total,Bus,W,822289
2015-04-09,Chicago,Total,Bus,W,748326
2015-04-10,Chicago,Total,Bus,W,828661
2015-04-11,Chicago,Total,Bus,A,586791
2015-04-12,Chicago,Total,Bus,U,410420
2015-04-13,Chicago,Total,Bus,W,908654
2015-04-14,Chicago,Total,Bus,W,946490
2015-04-15,Chicago,Total,Bus,W,904861
2015-04-16,Chicago,Total,Bus,W,890058
2015-04-17,Chicago,Total,Bus,W,936814
2015-04-18,Chicago,Total,Bus,A,599954
2015-04-19,Chicago,Total,Bus,U,394676
2015-04-20,Chicago,Total,Bus,W,907393
2015-04-21,Chicago,Total,Bus,W,931681
2015-04-22,Chicago,Total,Bus,W,925517
2015-04-23,Chicago,Total,Bus,W,935537
2015-04-24,Chicago,Total,Bus,W,912926
2015-04-25,Chicago,Total,Bus,A,496407
2015-04-26,Chicago,Total,Bus,U,419729
2015-04-27,Chicago,Total,Bus,W,925541
2015-04-28,Chicago,Total,Bus,W,941909
2015-04-29,Chicago,Total,Bus,W,934550
2015-04-30,Chicago,Total,Bus,W,923564
2015-05-01,Chicago,Total,Bus,W,993931
2015-05-02,Chicago,Total,Bus,A,629640
2015-05-03,Chicago,Total,Bus,U,435591
2015-05-04,Chicago,Total,Bus,W,933337
2015-05-05,Chicago,Total,Bus,W,918652
2015-05-06,Chicago,Total,Bus,W,951886
2015-05-07,Chicago,Total,Bus,W,956437
2015-05-08,Chicago,Total,Bus,W,916218
2015-05-09,Chicago,Total,Bus,A,572064
2015-05-10,Chicago,Total,Bus,U,385323
2015-05-11,Chicago,Total,Bus,W,869148
2015-05-12,Chicago,Total,Bus,W,904654
2015-05-13,Chicago,Total,Bus,W,926402
2015-05-14,Chicago,Total,Bus,W,912634
2015-05-15,Chicago,Total,Bus,W,921190
2015-05-16,Chicago,Total,Bus,A,561092
2015-05-17,Chicago,Total,Bus,U,415263
2015-05-18,Chicago,Total,Bus,W,908842
2015-05-19,Chicago,Total,Bus,W,902867
2015-05-20,Chicago,Total,Bus,W,906942
2015-05-21,Chicago,Total,Bus,W,921476
2015-05-22,Chicago,Total,Bus,W,908692
2015-05-23,Chicago,Total,Bus,A,575386
2015-05-24,Chicago,Total,Bus,U,401488
2015-05-25,Chicago,Total,Bus,U,397951
2015-05-26,Chicago,Total,Bus,W,878946
2015-05-27,Chicago,Total,Bus,W,921204
2015-05-28,Chicago,Total,Bus,W,925094
2015-05-29,Chicago,Total,Bus,W,892551
2015-05-30,Chicago,Total,Bus,A,481814
2015-05-31,Chicago,Total,Bus,U,388866
2015-06-01,Chicago,Total,Bus,W,942997
2015-06-02,Chicago,Total,Bus,W,933346
2015-06-03,Chicago,Total,Bus,W,964899
2015-06-04,Chicago,Total,Bus,W,938834
2015-06-05,Chicago,Total,Bus,W,919157
2015-06-06,Chicago,Total,Bus,A,606641
2015-06-07,Chicago,Total,Bus,U,388946
2015-06-08,Chicago,Total,Bus,W,891851
2015-06-09,Chicago,Total,Bus,W,932006
2015-06-10,Chicago,Total,Bus,W,915049
2015-06-11,Chicago,Total,Bus,W,898644
2015-06-12,Chicago,Total,Bus,W,854059
2015-06-13,Chicago,Total,Bus,A,590950
2015-06-14,Chicago,Total,Bus,U,419317
2015-06-15,Chicago,Total,Bus,W,817931
2015-06-16,Chicago,Total,Bus,W,911783
2015-06-17,Chicago,Total,Bus,W,869500
2015-06-18,Chicago,Total,Bus,W,867529
2015-06-19,Chicago,Total,Bus,W,893122
2015-06-20,Chicago,Total,Bus,A,563855
2015-06-21,Chicago,Total,Bus,U,439513
2015-06-22,Chicago,Total,Bus,W,759346
2015-06-23,Chicago,Total,Bus,W,840211
2015-06-24,Chicago,Total,Bus,W,821308
2015-06-25,Chicago,Total,Bus,W,808260
2015-06-26,Chicago,Total,Bus,W,773954
2015-06-27,Chicago,Total,Bus,A,570969
2015-06-28,Chicago,Total,Bus,U,439944
2015-06-29,Chicago,Total,Bus,W,797072
2015-06-30,Chicago,Total,Bus,W,835118
2015-07-01,Chicago,Total,Bus,W,886380
2015-07-02,Chicago,Total,Bus,W,850667
2015-07-03,Chicago,Total,Bus,U,602599
2015-07-04,Chicago,Total,Bus,A,508110
2015-07-05,Chicago,Total,Bus,U,427090
2015-07-06,Chicago,Total,Bus,W,816338
2015-07-07,Chicago,Total,Bus,W,834983
2015-07-08,Chicago,Total,Bus,W,848028
2015-07-09,Chicago,Total,Bus,W,856253
2015-07-10,Chicago,Total,Bus,W,858745
2015-07-11,Chicago,Total,Bus,A,575848
2015-07-12,Chicago,Total,Bus,U,457477
2015-07-13,Chicago,Total,Bus,W,784509
2015-07-14,Chicago,Total,Bus,W,836909
2015-07-15,Chicago,Total,Bus,W,859672
2015-07-16,Chicago,Total,Bus,W,802468
2015-07-17,Chicago,Total,Bus,W,822257
2015-07-18,Chicago,Total,Bus,A,529845
2015-07-19,Chicago,Total,Bus,U,440059
2015-07-20,Chicago,Total,Bus,W,819425
2015-07-21,Chicago,Total,Bus,W,848416
2015-07-22,Chicago,Total,Bus,W,844761
2015-07-23,Chicago,Total,Bus,W,844483
2015-07-24,Chicago,Total,Bus,W,830024
2015-07-25,Chicago,Total,Bus,A,573827
2015-07-26,Chicago,Total,Bus,U,419005
2015-07-27,Chicago,Total,Bus,W,820529
2015-07-28,Chicago,Total,Bus,W,827024
2015-07-29,Chicago,Total,Bus,W,814733
2015-07-30,Chicago,Total,Bus,W,825894
2015-07-31,Chicago,Total,Bus,W,834790
2015-08-01,Chicago,Total,Bus,A,574270
2015-08-02,Chicago,Total,Bus,U,425896
2015-08-03,Chicago,Total,Bus,W,833632
2015-08-04,Chicago,Total,Bus,W,839704
2015-08-05,Chicago,Total,Bus,W,831758
2015-08-06,Chicago,Total,Bus,W,825012
2015-08-07,Chicago,Total,Bus,W,831076
2015-08-08,Chicago,Total,Bus,A,577878
2015-08-09,Chicago,Total,Bus,U,414942
2015-08-10,Chicago,Total,Bus,W,772518
2015-08-11,Chicago,Total,Bus,W,823620
2015-08-12,Chicago,Total,Bus,W,817244
2015-08-13,Chicago,Total,Bus,W,817948
2015-08-14,Chicago,Total,Bus,W,813718
2015-08-15,Chicago,Total,Bus,A,567544
2015-08-16,Chicago,Total,Bus,U,448872
2015-08-17,Chicago,Total,Bus,W,775836
2015-08-18,Chicago,Total,Bus,W,782272
2015-08-19,Chicago,Total,Bus,W,801496
2015-08-20,Chicago,Total,Bus,W,820929
2015-08-21,Chicago,Total,Bus,W,829744
2015-08-22,Chicago,Total,Bus,A,582295
2015-08-23,Chicago,Total,Bus,U,412542
2015-08-24,Chicago,Total,Bus,W,824140
2015-08-25,Chicago,Total,Bus,W,838405
2015-08-26,Chicago,Total,Bus,W,860821
2015-08-27,Chicago,Total,Bus,W,858460
2015-08-28,Chicago,Total,Bus,W,841111
2015-08-29,Chicago,Total,Bus,A,520511
2015-08-30,Chicago,Total,Bus,U,417777
2015-08-31,Chicago,Total,Bus,W,836125
2015-09-01,Chicago,Total,Bus,W,909864
2015-09-02,Chicago,Total,Bus,W,882052
2015-09-03,Chicago,Total,Bus,W,907453
2015-09-04,Chicago,Total,Bus,W,869966
2015-09-05,Chicago,Total,Bus,A,571868
2015-09-06,Chicago,Total,Bus,U,452841
2015-09-07,Chicago,Total,Bus,U,419206
2015-09-08,Chicago,Total,Bus,W,885886
2015-09-09,Chicago,Total,Bus,W,966510
2015-09-10,Chicago,Total,Bus,W,928707
2015-09-11,Chicago,Total,Bus,W,924272
2015-09-12,Chicago,Total,Bus,A,553239
2015-09-13,Chicago,Total,Bus,U,423559
2015-09-14,Chicago,Total,Bus,W,930582
2015-09-15,Chicago,Total,Bus,W,956026
2015-09-16,Chicago,Total,Bus,W,956622
2015-09-17,Chicago,Total,Bus,W,927771
2015-09-18,Chicago,Total,Bus,W,895702
2015-09-19,Chicago,Total,Bus,A,558990
2015-09-20,Chicago,Total,Bus,U,433770
2015-09-21,Chicago,Total,Bus,W,935471
2015-09-22,Chicago,Total,Bus,W,947566
2015-09-23,Chicago,Total,Bus,W,942933
2015-09-24,Chicago,Total,Bus,W,942518
2015-09-25,Chicago,Total,Bus,W,951827
2015-09-26,Chicago,Total,Bus,A,598862
2015-09-27,Chicago,Total,Bus,U,422542
2015-09-28,Chicago,Total,Bus,W,929278
2015-09-29,Chicago,Total,Bus,W,914286
2015-09-30,Chicago,Total,Bus,W,946374
2015-10-01,Chicago,Total,Bus,W,993576
2015-10-02,Chicago,Total,Bus,W,981039
2015-10-03,Chicago,Total,Bus,A,571153
2015-10-04,Chicago,Total,Bus,U,417529
2015-10-05,Chicago,Total,Bus,W,948999
2015-10-06,Chicago,Total,Bus,W,967808
2015-10-07,Chicago,Total,Bus,W,970204
2015-10-08,Chicago,Total,Bus,W,959798
2015-10-09,Chicago,Total,Bus,W,931769
2015-10-10,Chicago,Total,Bus,A,577667
2015-10-11,Chicago,Total,Bus,U,400140
2015-10-12,Chicago,Total,Bus,W,759254
2015-10-13,Chicago,Total,Bus,W,947941
2015-10-14,Chicago,Total,Bus,W,954519
2015-10-15,Chicago,Total,Bus,W,946290
2015-10-16,Chicago,Total,Bus,W,936818
2015-10-17,Chicago,Total,Bus,A,578160
2015-10-18,Chicago,Total,Bus,U,415455
2015-10-19,Chicago,Total,Bus,W,930236
2015-10-20,Chicago,Total,Bus,W,950953
2015-10-21,Chicago,Total,Bus,W,955633
2015-10-22,Chicago,Total,Bus,W,942983
2015-10-23,Chicago,Total,Bus,W,915489
2015-10-24,Chicago,Total,Bus,A,556146
2015-10-25,Chicago,Total,Bus,U,415182
2015-10-26,Chicago,Total,Bus,W,929741
2015-10-27,Chicago,Total,Bus,W,916953
2015-10-28,Chicago,Total,Bus,W,910794
2015-10-29,Chicago,Total,Bus,W,916453
2015-10-30,Chicago,Total,Bus,W,949185
2015-10-31,Chicago,Total,Bus,A,500004
2015-11-01,Chicago,Total,Bus,U,436791
2015-11-02,Chicago,Total,Bus,W,940464
2015-11-03,Chicago,Total,Bus,W,987382
2015-11-04,Chicago,Total,Bus,W,956176
2015-11-05,Chicago,Total,Bus,W,942300
2015-11-06,Chicago,Total,Bus,W,925054
2015-11-07,Chicago,Total,Bus,A,573470
2015-11-08,Chicago,Total,Bus,U,414784
2015-11-09,Chicago,Total,Bus,W,923927
2015-11-10,Chicago,Total,Bus,W,940362
2015-11-11,Chicago,Total,Bus,W,755234
2015-11-12,Chicago,Total,Bus,W,879349
2015-11-13,Chicago,Total,Bus,W,837532
2015-11-14,Chicago,Total,Bus,A,545554
2015-11-15,Chicago,Total,Bus,U,411704
2015-11-16,Chicago,Total,Bus,W,908305
2015-11-17,Chicago,Total,Bus,W,880013
2015-11-18,Chicago,Total,Bus,W,893671
2015-11-19,Chicago,Total,Bus,W,884290
2015-11-20,Chicago,Total,Bus,W,894949
2015-11-21,Chicago,Total,Bus,A,429624
2015-11-22,Chicago,Total,Bus,U,356953
2015-11-23,Chicago,Total,Bus,W,877236
2015-11-24,Chicago,Total,Bus,W,898177
2015-11-25,Chicago,Total,Bus,W,735265
2015-11-26,Chicago,Total,Bus,U,288282
2015-11-27,Chicago,Total,Bus,W,443089
2015-11-28,Chicago,Total,Bus,A,459598
2015-11-29,Chicago,Total,Bus,U,365314
2015-11-30,Chicago,Total,Bus,W,870662
2015-12-01,Chicago,Total,Bus,W,949925
2015-12-02,Chicago,Total,Bus,W,906715
2015-12-03,Chicago,Total,Bus,W,940609
2015-12-04,Chicago,Total,Bus,W,930083
2015-12-05,Chicago,Total,Bus,A,566882
2015-12-06,Chicago,Total,Bus,U,411174
2015-12-07,Chicago,Total,Bus,W,898172
2015-12-08,Chicago,Total,Bus,W,910018
2015-12-09,Chicago,Total,Bus,W,916281
2015-12-10,Chicago,Total,Bus,W,909606
2015-12-11,Chicago,Total,Bus,W,912854
2015-12-12,Chicago,Total,Bus,A,541305
2015-12-13,Chicago,Total,Bus,U,383666
2015-12-14,Chicago,Total,Bus,W,849106
2015-12-15,Chicago,Total,Bus,W,884506
2015-12-16,Chicago,Total,Bus,W,871638
2015-12-17,Chicago,Total,Bus,W,864846
2015-12-18,Chicago,Total,Bus,W,846033
2015-12-19,Chicago,Total,Bus,A,506208
2015-12-20,Chicago,Total,Bus,U,392051
2015-12-21,Chicago,Total,Bus,W,696473
2015-12-22,Chicago,Total,Bus,W,722061
2015-12-23,Chicago,Total,Bus,W,654312
2015-12-24,Chicago,Total,Bus,W,531521
2015-12-25,Chicago,Total,Bus,U,231718
2015-12-26,Chicago,Total,Bus,A,387357
2015-12-27,Chicago,Total,Bus,U,334737
2015-12-28,Chicago,Total,Bus,W,514171
2015-12-29,Chicago,Total,Bus,W,638221
2015-12-30,Chicago,Total,Bus,W,636706
2015-12-31,Chicago,Total,Bus,W,604409
2016-01-01,Chicago,Total,Bus,U,303321
2016-01-02,Chicago,Total,Bus,A,448859
2016-01-03,Chicago,Total,Bus,U,340540
2016-01-04,Chicago,Total,Bus,W,829429
2016-01-05,Chicago,Total,Bus,W,846789
2016-01-06,Chicago,Total,Bus,W,853904
2016-01-07,Chicago,Total,Bus,W,846274
2016-01-08,Chicago,Total,Bus,W,841494
2016-01-09,Chicago,Total,Bus,A,469539
2016-01-10,Chicago,Total,Bus,U,306896
2016-01-11,Chicago,Total,Bus,W,753006
2016-01-12,Chicago,Total,Bus,W,760149
2016-01-13,Chicago,Total,Bus,W,787220
2016-01-14,Chicago,Total,Bus,W,859099
2016-01-15,Chicago,Total,Bus,W,858032
2016-01-16,Chicago,Total,Bus,A,486797
2016-01-17,Chicago,Total,Bus,U,266532
2016-01-18,Chicago,Total,Bus,W,439597
2016-01-19,Chicago,Total,Bus,W,810646
2016-01-20,Chicago,Total,Bus,W,856911
2016-01-21,Chicago,Total,Bus,W,873177
2016-01-22,Chicago,Total,Bus,W,841282
2016-01-23,Chicago,Total,Bus,A,487975
2016-01-24,Chicago,Total,Bus,U,352859
2016-01-25,Chicago,Total,Bus,W,865486
2016-01-26,Chicago,Total,Bus,W,872768
2016-01-27,Chicago,Total,Bus,W,882832
2016-01-28,Chicago,Total,Bus,W,877280
2016-01-29,Chicago,Total,Bus,W,863548
2016-01-30,Chicago,Total,Bus,A,510514
2016-01-31,Chicago,Total,Bus,U,358361
2016-02-01,Chicago,Total,Bus,W,926781
2016-02-02,Chicago,Total,Bus,W,833911
2016-02-03,Chicago,Total,Bus,W,925655
2016-02-04,Chicago,Total,Bus,W,901406
2016-02-05,Chicago,Total,Bus,W,785587
2016-02-06,Chicago,Total,Bus,A,522296
2016-02-07,Chicago,Total,Bus,U,377642
2016-02-08,Chicago,Total,Bus,W,856547
2016-02-09,Chicago,Total,Bus,W,858961
2016-02-10,Chicago,Total,Bus,W,850090
2016-02-11,Chicago,Total,Bus,W,866884
2016-02-12,Chicago,Total,Bus,W,820833
2016-02-13,Chicago,Total,Bus,A,438203
2016-02-14,Chicago,Total,Bus,U,339238
2016-02-15,Chicago,Total,Bus,W,605584
2016-02-16,Chicago,Total,Bus,W,883108
2016-02-17,Chicago,Total,Bus,W,889758
2016-02-18,Chicago,Total,Bus,W,890627
2016-02-19,Chicago,Total,Bus,W,887914
2016-02-20,Chicago,Total,Bus,A,566721
2016-02-21,Chicago,Total,Bus,U,378769
2016-02-22,Chicago,Total,Bus,W,869531
2016-02-23,Chicago,Total,Bus,W,890949
2016-02-24,Chicago,Total,Bus,W,795160
2016-02-25,Chicago,Total,Bus,W,855117
2016-02-26,Chicago,Total,Bus,W,865397
2016-02-27,Chicago,Total,Bus,A,536678
2016-02-28,Chicago,Total,Bus,U,385121
2016-02-29,Chicago,Total,Bus,W,862380
2016-03-01,Chicago,Total,Bus,W,859775
2016-03-02,Chicago,Total,Bus,W,878633
2016-03-03,Chicago,Total,Bus,W,882188
2016-03-04,Chicago,Total,Bus,W,883059
2016-03-05,Chicago,Total,Bus,A,503983
2016-03-06,Chicago,Total,Bus,U,393610
2016-03-07,Chicago,Total,Bus,W,866171
2016-03-08,Chicago,Total,Bus,W,902888
2016-03-09,Chicago,Total,Bus,W,882030
2016-03-10,Chicago,Total,Bus,W,888084
2016-03-11,Chicago,Total,Bus,W,886599
2016-03-12,Chicago,Total,Bus,A,542246
2016-03-13,Chicago,Total,Bus,U,332203
2016-03-14,Chicago,Total,Bus,W,870740
2016-03-15,Chicago,Total,Bus,W,887592
2016-03-16,Chicago,Total,Bus,W,876232
2016-03-17,Chicago,Total,Bus,W,891580
2016-03-18,Chicago,Total,Bus,W,875707
2016-03-19,Chicago,Total,Bus,A,520426
2016-03-20,Chicago,Total,Bus,U,388282
2016-03-21,Chicago,Total,Bus,W,845669
2016-03-22,Chicago,Total,Bus,W,863201
2016-03-23,Chicago,Total,Bus,W,838201
2016-03-24,Chicago,Total,Bus,W,770638
2016-03-25,Chicago,Total,Bus,W,722960
2016-03-26,Chicago,Total,Bus,A,518549
2016-03-27,Chicago,Total,Bus,U,342269
2016-03-28,Chicago,Total,Bus,W,842760
2016-03-29,Chicago,Total,Bus,W,891134
2016-03-30,Chicago,Total,Bus,W,860700
2016-03-31,Chicago,Total,Bus,W,832775
2016-04-01,Chicago,Total,Bus,W,848592
2016-04-02,Chicago,Total,Bus,A,492072
2016-04-03,Chicago,Total,Bus,U,396042
2016-04-04,Chicago,Total,Bus,W,857791
2016-04-05,Chicago,Total,Bus,W,898889
2016-04-06,Chicago,Total,Bus,W,851050
2016-04-07,Chicago,Total,Bus,W,867670
2016-04-08,Chicago,Total,Bus,W,782419
2016-04-09,Chicago,Total,Bus,A,509980
2016-04-10,Chicago,Total,Bus,U,345627
2016-04-11,Chicago,Total,Bus,W,878043
2016-04-12,Chicago,Total,Bus,W,886265
2016-04-13,Chicago,Total,Bus,W,850705
2016-04-14,Chicago,Total,Bus,W,863513
2016-04-15,Chicago,Total,Bus,W,881603
2016-04-16,Chicago,Total,Bus,A,554744
2016-04-17,Chicago,Total,Bus,U,409732
2016-04-18,Chicago,Total,Bus,W,785035
2016-04-19,Chicago,Total,Bus,W,765854
2016-04-20,Chicago,Total,Bus,W,774694
2016-04-21,Chicago,Total,Bus,W,768704
2016-04-22,Chicago,Total,Bus,W,745475
2016-04-23,Chicago,Total,Bus,A,503944
2016-04-24,Chicago,Total,Bus,U,397080
2016-04-25,Chicago,Total,Bus,W,854155
2016-04-26,Chicago,Total,Bus,W,862743
2016-04-27,Chicago,Total,Bus,W,856722
2016-04-28,Chicago,Total,Bus,W,851720
2016-04-29,Chicago,Total,Bus,W,893284
2016-04-30,Chicago,Total,Bus,A,474138
2016-05-01,Chicago,Total,Bus,U,376131
2016-05-02,Chicago,Total,Bus,W,878407
2016-05-03,Chicago,Total,Bus,W,879141
2016-05-04,Chicago,Total,Bus,W,879217
2016-05-05,Chicago,Total,Bus,W,898541
2016-05-06,Chicago,Total,Bus,W,877873
2016-05-07,Chicago,Total,Bus,A,512770
2016-05-08,Chicago,Total,Bus,U,393146
2016-05-09,Chicago,Total,Bus,W,815440
2016-05-10,Chicago,Total,Bus,W,827322
2016-05-11,Chicago,Total,Bus,W,873275
2016-05-12,Chicago,Total,Bus,W,849532
2016-05-13,Chicago,Total,Bus,W,852594
2016-05-14,Chicago,Total,Bus,A,497514
2016-05-15,Chicago,Total,Bus,U,384799
2016-05-16,Chicago,Total,Bus,W,836089
2016-05-17,Chicago,Total,Bus,W,839788
2016-05-18,Chicago,Total,Bus,W,856701
2016-05-19,Chicago,Total,Bus,W,855438
2016-05-20,Chicago,Total,Bus,W,834308
2016-05-21,Chicago,Total,Bus,A,513934
2016-05-22,Chicago,Total,Bus,U,393684
2016-05-23,Chicago,Total,Bus,W,839566
2016-05-24,Chicago,Total,Bus,W,854725
2016-05-25,Chicago,Total,Bus,W,833427
2016-05-26,Chicago,Total,Bus,W,853656
2016-05-27,Chicago,Total,Bus,W,808244
2016-05-28,Chicago,Total,Bus,A,500775
2016-05-29,Chicago,Total,Bus,U,409978
2016-05-30,Chicago,Total,Bus,U,394914
2016-05-31,Chicago,Total,Bus,W,801439
2016-06-01,Chicago,Total,Bus,W,872679
2016-06-02,Chicago,Total,Bus,W,873112
2016-06-03,Chicago,Total,Bus,W,892290
2016-06-04,Chicago,Total,Bus,A,504778
2016-06-05,Chicago,Total,Bus,U,415836
2016-06-06,Chicago,Total,Bus,W,854036
2016-06-07,Chicago,Total,Bus,W,863284
2016-06-08,Chicago,Total,Bus,W,866785
2016-06-09,Chicago,Total,Bus,W,828551
2016-06-10,Chicago,Total,Bus,W,862529
2016-06-11,Chicago,Total,Bus,A,530558
2016-06-12,Chicago,Total,Bus,U,409577
2016-06-13,Chicago,Total,Bus,W,827684
2016-06-14,Chicago,Total,Bus,W,834141
2016-06-15,Chicago,Total,Bus,W,845450
2016-06-16,Chicago,Total,Bus,W,832864
2016-06-17,Chicago,Total,Bus,W,832088
2016-06-18,Chicago,Total,Bus,A,526402
2016-06-19,Chicago,Total,Bus,U,405719
2016-06-20,Chicago,Total,Bus,W,785446
2016-06-21,Chicago,Total,Bus,W,834157
2016-06-22,Chicago,Total,Bus,W,707452
2016-06-23,Chicago,Total,Bus,W,757817
2016-06-24,Chicago,Total,Bus,W,762562
2016-06-25,Chicago,Total,Bus,A,531261
2016-06-26,Chicago,Total,Bus,U,380689
2016-06-27,Chicago,Total,Bus,W,753543
2016-06-28,Chicago,Total,Bus,W,771611
2016-06-29,Chicago,Total,Bus,W,774728
2016-06-30,Chicago,Total,Bus,W,763112
2016-07-01,Chicago,Total,Bus,W,798706
2016-07-02,Chicago,Total,Bus,A,530654
2016-07-03,Chicago,Total,Bus,U,415172
2016-07-04,Chicago,Total,Bus,U,393858
2016-07-05,Chicago,Total,Bus,W,769179
2016-07-06,Chicago,Total,Bus,W,771626
2016-07-07,Chicago,Total,Bus,W,769513
2016-07-08,Chicago,Total,Bus,W,786823
2016-07-09,Chicago,Total,Bus,A,536269
2016-07-10,Chicago,Total,Bus,U,409685
2016-07-11,Chicago,Total,Bus,W,769128
2016-07-12,Chicago,Total,Bus,W,782892
2016-07-13,Chicago,Total,Bus,W,762764
2016-07-14,Chicago,Total,Bus,W,794813
2016-07-15,Chicago,Total,Bus,W,769172
2016-07-16,Chicago,Total,Bus,A,529240
2016-07-17,Chicago,Total,Bus,U,372190
2016-07-18,Chicago,Total,Bus,W,774239
2016-07-19,Chicago,Total,Bus,W,795162
2016-07-20,Chicago,Total,Bus,W,788803
2016-07-21,Chicago,Total,Bus,W,737845
2016-07-22,Chicago,Total,Bus,W,745409
2016-07-23,Chicago,Total,Bus,A,472199
2016-07-24,Chicago,Total,Bus,U,370394
2016-07-25,Chicago,Total,Bus,W,757860
2016-07-26,Chicago,Total,Bus,W,786060
2016-07-27,Chicago,Total,Bus,W,789537
2016-07-28,Chicago,Total,Bus,W,745499
2016-07-29,Chicago,Total,Bus,W,739138
2016-07-30,Chicago,Total,Bus,A,503786
2016-07-31,Chicago,Total,Bus,U,400504
2016-08-01,Chicago,Total,Bus,W,805970
2016-08-02,Chicago,Total,Bus,W,795778
2016-08-03,Chicago,Total,Bus,W,822281
2016-08-04,Chicago,Total,Bus,W,783253
2016-08-05,Chicago,Total,Bus,W,779186
2016-08-06,Chicago,Total,Bus,A,539382
2016-08-07,Chicago,Total,Bus,U,398288
2016-08-08,Chicago,Total,Bus,W,759970
2016-08-09,Chicago,Total,Bus,W,781438
2016-08-10,Chicago,Total,Bus,W,777389
2016-08-11,Chicago,Total,Bus,W,767967
2016-08-12,Chicago,Total,Bus,W,700723
2016-08-13,Chicago,Total,Bus,A,522972
2016-08-14,Chicago,Total,Bus,U,402523
2016-08-15,Chicago,Total,Bus,W,718167
2016-08-16,Chicago,Total,Bus,W,762943
2016-08-17,Chicago,Total,Bus,W,759254
2016-08-18,Chicago,Total,Bus,W,740297
2016-08-19,Chicago,Total,Bus,W,743211
2016-08-20,Chicago,Total,Bus,A,480928
2016-08-21,Chicago,Total,Bus,U,417057
2016-08-22,Chicago,Total,Bus,W,764690
2016-08-23,Chicago,Total,Bus,W,784341
2016-08-24,Chicago,Total,Bus,W,751955
2016-08-25,Chicago,Total,Bus,W,775862
2016-08-26,Chicago,Total,Bus,W,797432
2016-08-27,Chicago,Total,Bus,A,501883
2016-08-28,Chicago,Total,Bus,U,395954
2016-08-29,Chicago,Total,Bus,W,781400
2016-08-30,Chicago,Total,Bus,W,791868
2016-08-31,Chicago,Total,Bus,W,815110
2016-09-01,Chicago,Total,Bus,W,847144
2016-09-02,Chicago,Total,Bus,W,838151
2016-09-03,Chicago,Total,Bus,A,542836
2016-09-04,Chicago,Total,Bus,U,427194
2016-09-05,Chicago,Total,Bus,U,399846
2016-09-06,Chicago,Total,Bus,W,910863
2016-09-07,Chicago,Total,Bus,W,885587
2016-09-08,Chicago,Total,Bus,W,882599
2016-09-09,Chicago,Total,Bus,W,879935
2016-09-10,Chicago,Total,Bus,A,510845
2016-09-11,Chicago,Total,Bus,U,397693
2016-09-12,Chicago,Total,Bus,W,886146
2016-09-13,Chicago,Total,Bus,W,904869
2016-09-14,Chicago,Total,Bus,W,898125
2016-09-15,Chicago,Total,Bus,W,907872
2016-09-16,Chicago,Total,Bus,W,889307
2016-09-17,Chicago,Total,Bus,A,537329
2016-09-18,Chicago,Total,Bus,U,401077
2016-09-19,Chicago,Total,Bus,W,894210
2016-09-20,Chicago,Total,Bus,W,895184
2016-09-21,Chicago,Total,Bus,W,863211
2016-09-22,Chicago,Total,Bus,W,897609
2016-09-23,Chicago,Total,Bus,W,880748
2016-09-24,Chicago,Total,Bus,A,539037
2016-09-25,Chicago,Total,Bus,U,394810
2016-09-26,Chicago,Total,Bus,W,884989
2016-09-27,Chicago,Total,Bus,W,889769
2016-09-28,Chicago,Total,Bus,W,855499
2016-09-29,Chicago,Total,Bus,W,870533
2016-09-30,Chicago,Total,Bus,W,889641
2016-10-01,Chicago,Total,Bus,A,511504
2016-10-02,Chicago,Total,Bus,U,391845
2016-10-03,Chicago,Total,Bus,W,912435
2016-10-04,Chicago,Total,Bus,W,919088
2016-10-05,Chicago,Total,Bus,W,915987
2016-10-06,Chicago,Total,Bus,W,858960
2016-10-07,Chicago,Total,Bus,W,888731
2016-10-08,Chicago,Total,Bus,A,537610
2016-10-09,Chicago,Total,Bus,U,368515
2016-10-10,Chicago,Total,Bus,W,714940
2016-10-11,Chicago,Total,Bus,W,884539
2016-10-12,Chicago,Total,Bus,W,847394
2016-10-13,Chicago,Total,Bus,W,896918
2016-10-14,Chicago,Total,Bus,W,892797
2016-10-15,Chicago,Total,Bus,A,542187
2016-10-16,Chicago,Total,Bus,U,385574
2016-10-17,Chicago,Total,Bus,W,890736
2016-10-18,Chicago,Total,Bus,W,901884
2016-10-19,Chicago,Total,Bus,W,895104
2016-10-20,Chicago,Total,Bus,W,880209
2016-10-21,Chicago,Total,Bus,W,867704
2016-10-22,Chicago,Total,Bus,A,533242
2016-10-23,Chicago,Total,Bus,U,388470
2016-10-24,Chicago,Total,Bus,W,869861
2016-10-25,Chicago,Total,Bus,W,876768
2016-10-26,Chicago,Total,Bus,W,824006
